Company,TypeName,Ram,OpSys,Weight,Price_euros,Screen,IPS Screen,Screen PPI,Cpu_brand,HDD,SSD,Gpu brand,os
Microsoft,Ultrabook,8,Windows 10 S,1.252,1867.85,TouchScreen,No,200.8425599,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,8,Windows 10,1.9,817.95,NormalScreen,No,141.2119981,Intel Core i5,1000,128,AMD,Windows
Lenovo,2 in 1 Convertible,8,Windows 10,1.3,1034,TouchScreen,Yes,165.6321181,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,Windows 10,2.2,349,NormalScreen,No,100.4546699,AMD Processor,0,128,AMD,Windows
HP,2 in 1 Convertible,4,Windows 10,1.63,699,TouchScreen,Yes,157.3505121,Intel Core i3,0,128,Nvidia,Windows
MSI,Gaming,16,Windows 10,2.4,1294,NormalScreen,No,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
Asus,Ultrabook,8,Windows 10,1.1,1135,NormalScreen,No,157.3505121,Intel Core i5,0,256,Intel,Windows
HP,2 in 1 Convertible,8,Chrome OS,1.4,495,TouchScreen,No,135.0942112,Other Intel Processor,0,0,Intel,Others/No OS/Linux
LG,Ultrabook,8,Windows 10,1.09,2299,NormalScreen,Yes,141.2119981,Intel Core i7,0,512,Intel,Windows
Acer,Gaming,16,Windows 10,2.5,1299,NormalScreen,No,141.2119981,Intel Core i5,0,256,Nvidia,Windows
MSI,Gaming,8,Windows 10,2.2,997.9,NormalScreen,No,141.2119981,Intel Core i5,0,256,Nvidia,Windows
Asus,Notebook,4,Windows 10,1.86,419,NormalScreen,No,100.4546699,Other Intel Processor,0,128,Intel,Windows
Dell,Gaming,16,Windows 10,3.21,2051,NormalScreen,No,141.2119981,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,4,Windows 10,2.5,699,NormalScreen,Yes,127.3356746,Intel Core i3,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,8,Windows 10,1.19,1499,TouchScreen,Yes,165.6321181,Intel Core i7,0,512,Intel,Windows
Dell,Gaming,16,Windows 10,3.49,2813.75,NormalScreen,No,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
HP,Notebook,4,Windows 10,1.86,612.61,NormalScreen,No,100.4546699,Intel Core i5,500,0,AMD,Windows
Dell,Notebook,4,Windows 10,2.2,545.67,NormalScreen,No,100.4546699,Intel Core i3,1000,0,AMD,Windows
HP,Notebook,6,Windows 10,2.65,569,NormalScreen,Yes,127.3356746,AMD Processor,2000,0,AMD,Windows
Lenovo,Notebook,4,Windows 10,2.1,318,NormalScreen,No,100.4546699,Other Intel Processor,500,0,Intel,Windows
Acer,Notebook,4,Chrome OS,1.45,375,NormalScreen,No,111.9352036,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Lenovo,Notebook,4,Windows 10,1.7,699,NormalScreen,No,157.3505121,Intel Core i5,0,256,Intel,Windows
HP,Workstation,8,Windows 10,3.14,1907.99,NormalScreen,No,127.3356746,Intel Core i7,500,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,8,Windows 10,1.42,2590,TouchScreen,No,209.8006829,Intel Core i7,0,256,Intel,Windows
Toshiba,Notebook,8,Windows 10,1.5,973,NormalScreen,Yes,165.6321181,Intel Core i5,0,256,Intel,Windows
Acer,Netbook,4,Windows 10,1.4,269,NormalScreen,No,135.0942112,Other Intel Processor,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,16,Windows 10,1.38,1749,TouchScreen,No,157.3505121,Intel Core i7,0,512,Intel,Windows
Asus,2 in 1 Convertible,4,Chrome OS,1.2,669,TouchScreen,No,176.2325736,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Toshiba,Ultrabook,16,Windows 10,1.36,1877,TouchScreen,No,165.6321181,Intel Core i7,0,512,Intel,Windows
HP,Notebook,4,Windows 10,2.1,689,NormalScreen,Yes,141.2119981,Intel Core i7,500,0,AMD,Windows
Dell,Gaming,8,Windows 10,2.56,819,NormalScreen,No,141.2119981,Intel Core i5,1000,0,Nvidia,Windows
Lenovo,Notebook,4,Windows 10,2.2,399,NormalScreen,No,141.2119981,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,8,Windows 10,2.2,429,NormalScreen,No,100.4546699,AMD Processor,1000,0,AMD,Windows
Lenovo,Notebook,4,Windows 10,2.1,621.45,NormalScreen,No,141.2119981,Intel Core i5,2000,0,Intel,Windows
Lenovo,Notebook,4,No OS,1.9,450,NormalScreen,No,100.4546699,Intel Core i3,500,0,Intel,Others/No OS/Linux
Dell,Notebook,8,Windows 10,2.18,795,NormalScreen,No,141.2119981,Intel Core i5,0,256,Intel,Windows
Acer,2 in 1 Convertible,8,Windows 10,1.6,999,TouchScreen,Yes,165.6321181,Intel Core i5,0,256,Intel,Windows
Lenovo,Workstation,16,Windows 7,2.18,1855,NormalScreen,No,141.2119981,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Notebook,8,Windows 10,1.8,1191,NormalScreen,No,157.3505121,Intel Core i5,0,256,Intel,Windows
HP,Notebook,6,Windows 10,2.71,655.01,NormalScreen,Yes,127.3356746,AMD Processor,2000,0,AMD,Windows
Lenovo,Gaming,8,Windows 10,2.5,1249,NormalScreen,Yes,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,Linux,1.64,1089,NormalScreen,No,157.3505121,Intel Core i5,0,256,Nvidia,Others/No OS/Linux
Dell,Notebook,8,Linux,1.98,726,NormalScreen,No,141.2119981,Intel Core i5,1000,0,Intel,Others/No OS/Linux
Asus,Notebook,4,Windows 10,1.5,298,NormalScreen,No,157.3505121,Other Intel Processor,0,0,Intel,Windows
Dell,Notebook,16,Windows 10,1.93,1426.66,NormalScreen,No,141.2119981,Intel Core i5,0,512,Intel,Windows
Lenovo,Notebook,8,Windows 10,1.87,857.07,NormalScreen,Yes,157.3505121,Intel Core i5,0,256,Nvidia,Windows
Dell,Notebook,8,Windows 10,1.9,1179,NormalScreen,No,141.2119981,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,Windows 10,2.19,298,NormalScreen,No,100.4546699,AMD Processor,500,0,AMD,Windows
Mediacom,Notebook,4,Windows 10,1.4,265,NormalScreen,Yes,161.7253908,Other Intel Processor,32,0,Intel,Windows
HP,Notebook,8,Windows 10,2.63,1200,NormalScreen,No,127.3356746,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Ultrabook,8,Windows 10,1.17,1686.64,NormalScreen,Yes,209.8006829,Intel Core i7,0,512,Intel,Windows
HP,2 in 1 Convertible,8,Windows 10,1.58,836.6,TouchScreen,Yes,117.8265301,Intel Core i5,0,256,Intel,Windows
Lenovo,Ultrabook,8,Windows 10,1.32,1499,NormalScreen,Yes,157.3505121,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,32,Windows 10,4.36,3659.4,NormalScreen,No,254.6713491,Intel Core i7,1000,1000,Nvidia,Windows
MSI,Gaming,8,Windows 10,2.7,1348.48,NormalScreen,No,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,No OS,1.9,489.9,NormalScreen,No,100.4546699,Intel Core i5,1000,0,Intel,Others/No OS/Linux
Dell,Notebook,8,Windows 10,2.2,719,NormalScreen,No,141.2119981,Intel Core i5,1000,128,AMD,Windows
Dell,2 in 1 Convertible,4,Windows 10,1.71,649,TouchScreen,No,165.6321181,Intel Core i3,1000,0,Intel,Windows
Dell,Notebook,8,Linux,2.32,589.52,NormalScreen,No,100.4546699,Intel Core i5,1000,0,AMD,Others/No OS/Linux
HP,Notebook,4,Windows 10,2.1,489,NormalScreen,No,141.2119981,AMD Processor,1000,0,AMD,Windows
Acer,Gaming,16,Windows 10,4.2,1935,NormalScreen,Yes,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,12,Windows 10,2.25,649,NormalScreen,No,100.4546699,Intel Core i5,1000,0,Intel,Windows
HP,Notebook,6,Windows 10,2.1,650,NormalScreen,No,141.2119981,AMD Processor,1000,128,AMD,Windows
Acer,Notebook,4,Windows 10,2.4,559,NormalScreen,No,100.4546699,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,8,Windows 10,1.44,960,NormalScreen,Yes,165.6321181,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,Windows 10,1.85,779,NormalScreen,No,141.2119981,Intel Core i7,1000,0,Intel,Windows
HP,Workstation,16,Windows 10,2.6,2419,NormalScreen,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Dell,2 in 1 Convertible,8,Windows 10,1.55,659,TouchScreen,No,165.6321181,Intel Core i5,1000,0,Intel,Windows
MSI,Gaming,16,Windows 10,1.8,2094.48,NormalScreen,No,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
Acer,Notebook,4,Windows 10,2.4,410.8,NormalScreen,No,100.4546699,Intel Core i3,500,0,Intel,Windows
Dell,Notebook,8,Windows 10,2,1207,NormalScreen,No,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,Windows 10,2,665,NormalScreen,No,100.4546699,Intel Core i3,0,256,Intel,Windows
Toshiba,Notebook,8,Windows 10,1.25,1535,TouchScreen,Yes,157.3505121,Intel Core i5,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,8,Windows 10,1.7,999,TouchScreen,No,157.3505121,Intel Core i5,0,256,Intel,Windows
Lenovo,Workstation,16,Windows 10,2.5,3299,NormalScreen,Yes,282.4239962,Intel Core i7,0,1000,Nvidia,Windows
Acer,Notebook,2,Chrome OS,1.68,330,NormalScreen,No,111.9352036,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Samsung,Ultrabook,16,Windows 10,0.81,1649,NormalScreen,No,165.6321181,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,Windows 10,1.86,539,NormalScreen,No,141.2119981,Intel Core i3,0,256,Intel,Windows
Dell,Notebook,8,Windows 10,1.6,1126.71,NormalScreen,No,111.9352036,Intel Core i5,0,256,Intel,Windows
HP,Workstation,16,Windows 7,3,4389,NormalScreen,Yes,127.3356746,Other Intel Processor,0,256,Nvidia,Windows
Lenovo,Netbook,4,Windows 10,1.4,475,TouchScreen,No,135.0942112,Other Intel Processor,0,128,Intel,Windows
HP,Notebook,8,Windows 10,1.84,1900,NormalScreen,No,141.2119981,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,4,No OS,2.45,579,NormalScreen,No,100.4546699,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux
Lenovo,Ultrabook,4,Windows 10,1.7,1096,NormalScreen,No,157.3505121,Intel Core i5,0,180,Intel,Windows
Asus,Notebook,4,Windows 10,2.37,849.9,NormalScreen,No,100.4546699,Intel Core i7,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,8,Windows 10,1.3,1199,TouchScreen,Yes,276.0535301,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,Windows 10,2.2,1099,NormalScreen,Yes,141.2119981,Intel Core i5,1000,128,Nvidia,Windows
HP,Workstation,8,Windows 7,2.59,1561,NormalScreen,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Dell,Gaming,16,Windows 10,4.42,2868.99,NormalScreen,Yes,282.4239962,Intel Core i7,1000,256,Nvidia,Windows
Acer,Notebook,4,Windows 10,2.1,599,NormalScreen,No,100.4546699,Intel Core i5,0,256,Intel,Windows
Lenovo,Gaming,8,Windows 10,2.5,1048,NormalScreen,Yes,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Dell,Ultrabook,16,Windows 10,1.18,1859,NormalScreen,No,176.2325736,Intel Core i7,0,256,Intel,Windows
Google,Ultrabook,8,Chrome OS,1.1,1559,TouchScreen,No,234.5074,Intel Core i5,0,256,Intel,Others/No OS/Linux
Asus,Ultrabook,8,Windows 10,1.2,1129,NormalScreen,Yes,276.0535301,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,Windows 10,1.65,849,NormalScreen,No,117.8265301,Intel Core i3,500,0,Intel,Windows
Acer,Notebook,4,Windows 10,1.6,655,NormalScreen,No,117.8265301,Intel Core i5,0,128,Intel,Windows
Asus,Notebook,4,Windows 10,2.8,470.34,NormalScreen,No,90.58340172,Other Intel Processor,1000,0,Nvidia,Windows
Dell,Gaming,16,Windows 10,2.72,1099,TouchScreen,Yes,282.4239962,Intel Core i7,1000,128,Nvidia,Windows
Samsung,Ultrabook,8,Windows 10,1.31,1599,TouchScreen,No,165.6321181,Intel Core i7,0,256,Intel,Windows
Acer,Notebook,4,Linux,2.1,298,NormalScreen,No,100.4546699,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
Dell,Notebook,16,Windows 10,2.3,1181.27,NormalScreen,No,141.2119981,Intel Core i7,0,256,AMD,Windows
Samsung,2 in 1 Convertible,16,Windows 10,1.71,1799,TouchScreen,No,146.860478,Intel Core i7,0,256,AMD,Windows
Toshiba,Notebook,4,Windows 10,1.75,1020,NormalScreen,Yes,111.9352036,Intel Core i5,0,128,Intel,Windows
Dell,Gaming,8,Windows 10,2.62,1099,NormalScreen,No,141.2119981,Intel Core i7,1000,0,Nvidia,Windows
HP,Ultrabook,4,Windows 10,1.26,1244,NormalScreen,No,125.367428,Intel Core i5,0,256,Intel,Windows
Asus,2 in 1 Convertible,12,Windows 10,2.3,839,TouchScreen,No,141.2119981,Intel Core i7,2000,0,Nvidia,Windows
Lenovo,Notebook,16,Windows 7,2.5,2370,NormalScreen,No,282.4239962,Intel Core i7,0,512,Nvidia,Windows
Acer,Notebook,4,Windows 10,1.8,636,NormalScreen,Yes,157.3505121,Intel Core i3,0,128,Intel,Windows
Razer,Gaming,16,Windows 10,1.95,2899,NormalScreen,No,157.3505121,Intel Core i7,0,512,Nvidia,Windows
Asus,Notebook,8,Windows 10,2,581.9,NormalScreen,No,141.2119981,Other Intel Processor,0,128,Intel,Windows
Dell,Gaming,32,Windows 10,4.42,3588.8,NormalScreen,Yes,127.3356746,Intel Core i7,1000,1000,Nvidia,Windows
Asus,Gaming,16,Windows 10,4.3,2350,NormalScreen,Yes,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Toshiba,Ultrabook,16,Windows 10,1.47,1764,NormalScreen,Yes,157.3505121,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Notebook,8,No OS,2.2,329,NormalScreen,No,100.4546699,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
Lenovo,Ultrabook,16,Windows 10,1.7,2299,NormalScreen,No,157.3505121,Intel Core i7,0,512,Intel,Windows
MSI,Gaming,16,Windows 10,1.6,1891,NormalScreen,Yes,157.3505121,Intel Core i7,1000,256,Nvidia,Windows
MSI,Gaming,8,Windows 10,2.2,1089,NormalScreen,No,141.2119981,Intel Core i5,1000,128,Nvidia,Windows
Lenovo,Gaming,4,Windows 10,2.4,999,NormalScreen,Yes,141.2119981,Intel Core i7,1000,0,Nvidia,Windows
Acer,Gaming,16,Windows 10,4.2,2299,NormalScreen,Yes,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Dell,Gaming,8,Windows 10,2.62,985,NormalScreen,No,141.2119981,Intel Core i5,0,256,Nvidia,Windows
Asus,Gaming,8,Windows 10,2.24,1339,NormalScreen,No,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Vero,Notebook,4,Windows 10,1.22,202.9,NormalScreen,No,157.3505121,Other Intel Processor,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,Windows 10,1.37,1970,TouchScreen,Yes,165.6321181,Intel Core i7,0,512,Intel,Windows
Lenovo,2 in 1 Convertible,8,Windows 10,2.08,959,TouchScreen,No,141.2119981,Intel Core i5,0,256,AMD,Windows
Apple,Ultrabook,8,Mac OS X,0.92,1165,NormalScreen,Yes,226.4155472,Other Intel Processor,0,0,Intel,Mac
Lenovo,2 in 1 Convertible,8,Windows 10,1.42,2330,TouchScreen,Yes,209.8006829,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,4,Windows 10,1.63,299,NormalScreen,No,111.9352036,Other Intel Processor,0,0,Intel,Windows
Dell,Notebook,8,Windows 10,1.95,810,NormalScreen,No,100.4546699,Intel Core i5,0,128,Intel,Windows
Lenovo,2 in 1 Convertible,8,Windows 10,1.38,1349,TouchScreen,Yes,158.4825302,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,Windows 10,2,739,NormalScreen,No,141.2119981,Intel Core i3,0,256,AMD,Windows
HP,Workstation,8,Windows 10,3.14,2064.9,NormalScreen,No,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Asus,Notebook,8,Windows 10,2.37,1099,NormalScreen,No,141.2119981,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,8,Windows 10,1.29,1499,NormalScreen,No,165.6321181,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,Windows 10,2.06,1749,TouchScreen,No,282.4239962,Intel Core i5,0,256,Nvidia,Windows
Dell,Netbook,4,Windows 10,1.63,744,NormalScreen,No,135.0942112,Other Intel Processor,0,128,Intel,Windows
HP,Netbook,8,Windows 10,1.26,1389,NormalScreen,No,125.367428,Intel Core i5,0,256,Intel,Windows
Toshiba,Notebook,4,Windows 10,2.1,780,NormalScreen,No,100.4546699,Intel Core i5,500,0,Intel,Windows
HP,Notebook,8,Windows 10,2.04,629,NormalScreen,No,100.4546699,AMD Processor,2000,0,AMD,Windows
Dell,Gaming,16,Windows 10,2.62,1679,NormalScreen,No,282.4239962,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Notebook,4,Windows 10,2.4,609,NormalScreen,No,141.2119981,Intel Core i5,1000,0,Nvidia,Windows
HP,Gaming,12,Windows 10,3.74,1749,NormalScreen,Yes,127.3356746,Intel Core i7,1000,0,AMD,Windows
MSI,Gaming,16,Windows 10,2.9,2415,NormalScreen,No,127.3356746,Intel Core i7,1000,512,Nvidia,Windows
Samsung,Ultrabook,8,Windows 10,0.81,1499,NormalScreen,No,165.6321181,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,Windows 10,1.98,961,NormalScreen,No,141.2119981,Intel Core i7,1000,0,Nvidia,Windows
Dell,Notebook,8,Windows 10,2.18,789.81,NormalScreen,No,141.2119981,Intel Core i5,0,256,AMD,Windows
Lenovo,Ultrabook,8,Windows 10,1.32,1859,NormalScreen,No,157.3505121,Intel Core i7,0,256,Intel,Windows
Razer,Ultrabook,16,Windows 10,1.29,1799,TouchScreen,Yes,352.4651472,Intel Core i7,0,512,Intel,Windows
HP,Netbook,4,Chrome OS,1.23,385,NormalScreen,No,135.0942112,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Dell,Gaming,16,Windows 10,4.36,2505.02,NormalScreen,Yes,127.3356746,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,4,Windows 10,1.76,755,NormalScreen,No,111.9352036,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,4,Windows 10,2.1,489.9,NormalScreen,No,100.4546699,Intel Core i3,500,0,Intel,Windows
Toshiba,Ultrabook,4,Windows 10,1.25,1090,NormalScreen,No,111.9352036,Intel Core i5,0,128,Intel,Windows
Lenovo,Ultrabook,8,Windows 10,1.13,2499,NormalScreen,Yes,157.3505121,Intel Core i7,0,512,Intel,Windows
MSI,Gaming,8,Windows 10,2.4,1199,NormalScreen,No,141.2119981,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Ultrabook,8,Windows 10,1.13,1875,NormalScreen,Yes,157.3505121,Intel Core i5,0,0,Intel,Windows
Toshiba,Notebook,4,Windows 10,1.75,499,NormalScreen,No,111.9352036,Other Intel Processor,0,128,Intel,Windows
Asus,2 in 1 Convertible,8,Windows 10,1.1,1358,TouchScreen,No,165.6321181,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,Windows 10,1.76,585,NormalScreen,No,111.9352036,Intel Core i3,500,0,Intel,Windows
Acer,Netbook,4,Chrome OS,1.35,355,NormalScreen,Yes,135.0942112,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Acer,Notebook,8,Windows 10,1.5,619,NormalScreen,Yes,157.3505121,Intel Core i3,0,128,Intel,Windows
Razer,Gaming,32,Windows 10,3.49,5499,TouchScreen,No,254.6713491,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Ultrabook,16,Windows 10,1.1,2099,NormalScreen,Yes,209.8006829,Intel Core i7,0,512,Intel,Windows
Asus,Notebook,4,Linux,2.1,519,NormalScreen,No,141.2119981,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux
Lenovo,Notebook,8,Windows 10,1.7,1186,NormalScreen,No,157.3505121,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,8,Windows 10,1.32,1650,NormalScreen,Yes,157.3505121,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,16,Windows 10,3.21,2774.63,NormalScreen,No,141.2119981,Intel Core i7,1000,256,Nvidia,Windows
Asus,Gaming,16,Windows 10,2.9,2419,NormalScreen,No,127.3356746,Intel Core i7,1000,256,Nvidia,Windows
Toshiba,Notebook,4,Windows 10,2,669,NormalScreen,No,100.4546699,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,4,Chrome OS,1.5,325,NormalScreen,No,111.9352036,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Asus,Notebook,8,Windows 10,2.3,590,NormalScreen,No,141.2119981,Intel Core i5,128,0,Intel,Windows
Asus,Gaming,16,Windows 10,2.73,1799,NormalScreen,No,127.3356746,Intel Core i7,1000,512,Nvidia,Windows
Dell,Gaming,32,Windows 10,4.42,3072.89,NormalScreen,Yes,127.3356746,Intel Core i7,1000,512,Nvidia,Windows
HP,Notebook,8,Windows 10,2.63,910,NormalScreen,No,106.1130621,Intel Core i5,1000,0,Nvidia,Windows
Dell,Notebook,8,Windows 10,2.18,713.99,NormalScreen,No,100.4546699,Intel Core i5,0,128,Intel,Windows
HP,Ultrabook,8,Windows 7,1.54,1870,NormalScreen,No,157.3505121,Intel Core i7,0,512,Intel,Windows
Dell,Notebook,4,Windows 10,2.18,739,NormalScreen,No,141.2119981,Intel Core i7,0,256,AMD,Windows
HP,2 in 1 Convertible,4,Chrome OS,1.4,615,TouchScreen,No,135.0942112,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Asus,Ultrabook,8,Windows 10,1.45,1026,NormalScreen,Yes,165.6321181,Intel Core i5,0,512,Nvidia,Windows
HP,2 in 1 Convertible,8,Windows 10,1.28,2277,TouchScreen,No,165.6321181,Intel Core i5,0,256,Intel,Windows
HP,Ultrabook,8,Windows 10,1.54,1468,NormalScreen,No,157.3505121,Intel Core i7,0,512,Intel,Windows
HP,Notebook,4,No OS,1.86,299,NormalScreen,No,100.4546699,Other Intel Processor,0,128,Intel,Others/No OS/Linux
Asus,Gaming,16,Windows 10,2.1,1899,NormalScreen,No,141.2119981,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,Linux,2.83,865,NormalScreen,No,127.3356746,Intel Core i7,1000,0,AMD,Others/No OS/Linux
Lenovo,Ultrabook,8,Windows 10,1.96,1903,NormalScreen,Yes,157.3505121,Intel Core i7,0,256,Nvidia,Windows
Asus,Notebook,8,Windows 10,2.3,787,NormalScreen,Yes,141.2119981,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,8,Windows 10,1.9,945,NormalScreen,No,141.2119981,Intel Core i5,0,128,Intel,Windows
Asus,Notebook,4,Windows 10,2,449,NormalScreen,No,100.4546699,Other Intel Processor,1000,0,Intel,Windows
HP,2 in 1 Convertible,8,Windows 10,1.28,2559,TouchScreen,No,165.6321181,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,Windows 10,1.62,649,TouchScreen,No,165.6321181,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,4,No OS,2.2,469,NormalScreen,No,141.2119981,Intel Core i3,1000,0,Intel,Others/No OS/Linux
Lenovo,Notebook,8,Windows 10,2.3,850.66,NormalScreen,Yes,141.2119981,Intel Core i5,1000,0,Intel,Windows
HP,Notebook,8,Windows 10,1.84,1349,NormalScreen,No,141.2119981,Intel Core i5,0,256,AMD,Windows
Toshiba,Notebook,4,Windows 10,1.05,1285,NormalScreen,No,165.6321181,Intel Core i5,0,128,Intel,Windows
Lenovo,Gaming,8,No OS,2.5,1017,NormalScreen,Yes,141.2119981,Intel Core i5,1000,0,Nvidia,Others/No OS/Linux
Dell,Ultrabook,16,Windows 10,1.29,2240,TouchScreen,No,276.0535301,Intel Core i7,0,512,Intel,Windows
HP,Notebook,4,Windows 10,2.07,910,NormalScreen,No,141.2119981,Intel Core i5,500,0,Intel,Windows
Toshiba,Ultrabook,8,Windows 10,1.2,1095,NormalScreen,No,117.8265301,Intel Core i5,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,8,Windows 10,1.37,1950,TouchScreen,Yes,165.6321181,Intel Core i7,0,256,Intel,Windows
Acer,Notebook,8,Windows 10,1.56,902,NormalScreen,Yes,157.3505121,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,8,Windows 10,2.23,1778,NormalScreen,No,141.2119981,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,4,Windows 10,2.38,1055,NormalScreen,No,100.4546699,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,4,No OS,2.2,479,NormalScreen,No,141.2119981,Intel Core i3,1000,0,AMD,Others/No OS/Linux
Toshiba,Notebook,8,Windows 10,2,1388,NormalScreen,Yes,141.2119981,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,4,Windows 10,1.44,735,NormalScreen,Yes,165.6321181,Intel Core i3,0,180,Intel,Windows
Samsung,Ultrabook,16,Windows 10,1.23,1849,NormalScreen,No,146.860478,Intel Core i7,0,256,Nvidia,Windows
Dell,Ultrabook,8,Windows 10,1.6,1690,NormalScreen,No,176.2325736,Intel Core i7,0,256,Intel,Windows
Asus,Notebook,4,Linux,2,398.99,NormalScreen,No,100.4546699,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
Xiaomi,Ultrabook,8,Windows 10,1.28,935,NormalScreen,Yes,165.6321181,Intel Core i5,0,256,Nvidia,Windows
Dell,Notebook,4,Windows 10,2.18,912.5,NormalScreen,No,141.2119981,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,4,Windows 10,2.04,839,NormalScreen,No,141.2119981,Intel Core i5,0,256,Intel,Windows
HP,2 in 1 Convertible,4,Windows 10,1.28,1700,TouchScreen,No,165.6321181,Intel Core i5,0,256,Intel,Windows
HP,2 in 1 Convertible,4,Windows 10,2.3,684.8,TouchScreen,No,100.4546699,Intel Core i5,500,0,Intel,Windows
Asus,Notebook,4,Windows 10,1.65,348,NormalScreen,No,111.1413369,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,8,Windows 10,2.2,669,NormalScreen,Yes,141.2119981,Intel Core i7,1000,0,Nvidia,Windows
Dell,Notebook,4,Windows 10,2.2,369,NormalScreen,No,100.4546699,Other Intel Processor,500,0,Intel,Windows
HP,2 in 1 Convertible,4,Windows 10,1.28,1799,TouchScreen,No,165.6321181,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,Linux,2.18,455.7,NormalScreen,No,100.4546699,Intel Core i3,1000,0,AMD,Others/No OS/Linux
Asus,Gaming,12,Windows 10,2.2,1369.9,NormalScreen,No,127.3356746,Intel Core i5,1000,128,Nvidia,Windows
Acer,Netbook,4,Chrome OS,1.25,297,NormalScreen,Yes,135.0942112,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Lenovo,Notebook,4,Windows 10,2.8,379,NormalScreen,No,106.1130621,AMD Processor,500,0,AMD,Windows
HP,Notebook,4,Windows 10,1.95,1265,NormalScreen,No,157.3505121,Intel Core i5,0,128,Intel,Windows
HP,2 in 1 Convertible,16,Windows 10,1.42,1399,TouchScreen,No,276.0535301,Intel Core i7,0,256,Intel,Windows
